,state,country,Lat,Long,date,confirmed,recovered,death
32428,,US,40.0,-100.0,5/22/20,1608653,581.0,98884
32429,,Uganda,1.373333,32.290275,5/22/20,175,573.0,0
32430,,Ukraine,48.3794,31.1656,5/22/20,20148,355.0,588
32431,,United Arab Emirates,23.424076,53.847818,5/22/20,27892,137.0,241
32432,Anguilla,United Kingdom,18.2206,-63.0686,5/22/20,3,1583.0,0
32433,Bermuda,United Kingdom,32.3078,-64.7505,5/22/20,128,252.0,9
32434,British Virgin Islands,United Kingdom,18.4207,-64.64,5/22/20,8,145.0,1
32435,Cayman Islands,United Kingdom,19.3133,-81.2546,5/22/20,129,163.0,1
32436,Channel Islands,United Kingdom,49.3723,-2.3644,5/22/20,558,322.0,45
32437,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/22/20,13,932.0,0
32438,Gibraltar,United Kingdom,36.1408,-5.3536,5/22/20,151,1254.0,0
32439,Isle of Man,United Kingdom,54.2361,-4.5481,5/22/20,336,1035.0,24
32440,Montserrat,United Kingdom,16.742498,-62.187366,5/22/20,11,63619.0,1
32441,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,5/22/20,12,1015.0,1
32442,,United Kingdom,55.3781,-3.4360000000000004,5/22/20,242825,205.0,35358
32443,,Uruguay,-32.5228,-55.7658,5/22/20,753,653.0,20
32444,,Uzbekistan,41.377491,64.585262,5/22/20,3028,936.0,13
32445,,Venezuela,6.4238,-66.5897,5/22/20,944,142.0,10
32446,,Vietnam,14.058324,108.277199,5/22/20,324,147.0,0
32447,,West Bank and Gaza,31.9522,35.2332,5/22/20,423,45.0,2
32448,,Western Sahara,24.2155,-12.8858,5/22/20,6,75.0,0
32449,,Yemen,15.552727,48.516388,5/22/20,209,18.0,33
32450,,Zambia,-13.133897,27.849332,5/22/20,920,305.0,7
32451,,Zimbabwe,-19.015438,29.154857,5/22/20,51,780.0,4
32452,,Afghanistan,33.93911,67.709953,5/23/20,9998,657.0,216
32453,,Albania,41.1533,20.1683,5/23/20,989,198.0,31
32454,,Algeria,28.0339,1.6596,5/23/20,8113,558.0,592
32455,,Andorra,42.5063,1.5218,5/23/20,762,188.0,51
32456,,Angola,-11.2027,17.8739,5/23/20,61,1.0,4
32457,,Antigua and Barbuda,17.0608,-61.7964,5/23/20,25,73.0,3
32458,,Argentina,-38.4161,-63.6167,5/23/20,11353,183.0,445
32459,,Armenia,40.0691,45.0382,5/23/20,6302,1267.0,77
32460,Australian Capital Territory,Australia,-35.4735,149.0124,5/23/20,107,6687.0,3
32461,New South Wales,Australia,-33.8688,151.2093,5/23/20,3087,24.0,48
32462,Northern Territory,Australia,-12.4634,130.8456,5/23/20,29,161.0,0
32463,Queensland,Australia,-27.4698,153.0251,5/23/20,1061,400.0,6
32464,South Australia,Australia,-34.9285,138.6007,5/23/20,439,653.0,4
32465,Tasmania,Australia,-42.8821,147.3272,5/23/20,228,1370.0,13
32466,Victoria,Australia,-37.8136,144.9631,5/23/20,1603,2059.0,19
32467,Western Australia,Australia,-31.9505,115.8605,5/23/20,560,1760.0,9
32468,,Austria,47.5162,14.5501,5/23/20,16486,784.0,639
32469,,Azerbaijan,40.1431,47.5769,5/23/20,3982,6500.0,49
32470,,Bahamas,25.025885,-78.035889,5/23/20,100,187.0,11
32471,,Bahrain,26.0275,50.55,5/23/20,8802,11.0,13
32472,,Bangladesh,23.685,90.3563,5/23/20,32078,10240.0,452
32473,,Barbados,13.1939,-59.5432,5/23/20,92,651.0,7
32474,,Belarus,53.7098,27.9534,5/23/20,35244,1241.0,194
32475,,Belgium,50.8333,4.469936,5/23/20,56810,16.0,9237
32476,,Belize,17.1899,-88.4976,5/23/20,18,9266.0,2
32477,,Benin,9.3077,2.3158,5/23/20,135,19190.0,3
32478,,Bhutan,27.5142,90.4336,5/23/20,24,5511.0,0
32479,,Bolivia,-16.2902,-63.5887,5/23/20,5915,1015.0,240
32480,,Bosnia and Herzegovina,43.9159,17.6791,5/23/20,2391,200.0,141
32481,,Botswana,-22.3285,24.6849,5/23/20,30,39.0,1
32482,,Brazil,-14.235,-51.9253,5/23/20,347398,1610.0,22013
32483,,Brunei,4.5353,114.7277,5/23/20,141,168.0,1
32484,,Bulgaria,42.7339,25.4858,5/23/20,2408,197.0,126
32485,,Burkina Faso,12.2383,-1.5616,5/23/20,814,15.0,52
32486,,Burma,21.9162,95.956,5/23/20,201,5500.0,6
32487,,Burundi,-3.3731,29.9189,5/23/20,42,172.0,1
32488,,Cabo Verde,16.5388,-23.0418,5/23/20,371,60.0,3
32489,,Cambodia,11.55,104.9167,5/23/20,124,138.0,0
32490,,Cameroon,3.848,11.5021,5/23/20,4400,98.0,159
32491,Alberta,Canada,53.9333,-116.5765,5/23/20,6818,1385.0,135
32492,British Columbia,Canada,53.7267,-127.6476,5/23/20,2517,18.0,157
32493,Diamond Princess,Canada,0.0,0.0,5/23/20,1,411.0,1
32494,Grand Princess,Canada,0.0,0.0,5/23/20,13,6.0,0
32495,Manitoba,Canada,53.7609,-98.8139,5/23/20,292,1.0,7
32496,New Brunswick,Canada,46.5653,-66.4619,5/23/20,121,33.0,0
32497,Newfoundland and Labrador,Canada,53.1355,-57.6604,5/23/20,260,65599.0,3
32498,Northwest Territories,Canada,64.8255,-124.8457,5/23/20,5,709.0,0
32499,Nova Scotia,Canada,44.682,-63.7443,5/23/20,1049,20.0,58
32500,Ontario,Canada,51.2538,-85.3232,5/23/20,26560,576.0,2157
32501,Prince Edward Island,Canada,46.5107,-63.4168,5/23/20,27,164245.0,0
32502,Quebec,Canada,52.9399,-73.5491,5/23/20,46847,2421.0,3941
32503,Saskatchewan,Canada,52.9399,-106.4509,5/23/20,630,1374.0,7
32504,Yukon,Canada,64.2823,-135.0,5/23/20,11,18.0,0
32505,,Central African Republic,6.6111,20.9394,5/23/20,552,648.0,1
32506,,Chad,15.4542,18.7322,5/23/20,648,2000.0,60
32507,,Chile,-35.6751,-71.543,5/23/20,80287,42.0,673
32508,Anhui,China,31.8257,117.2264,5/23/20,991,67.0,6
32509,Beijing,China,40.1824,116.4142,5/23/20,593,22.0,9
32510,Chongqing,China,30.0572,107.874,5/23/20,579,2.0,6
32511,Fujian,China,26.0789,117.9874,5/23/20,356,519.0,1
32512,Gansu,China,35.7518,104.2861,5/23/20,139,2024.0,2
32513,Guangdong,China,23.3417,113.4244,5/23/20,1592,1794.0,8
32514,Guangxi,China,23.8298,108.7881,5/23/20,254,82627.0,2
32515,Guizhou,China,26.8154,106.8748,5/23/20,147,6492.0,2
32516,Hainan,China,19.1959,109.7453,5/23/20,169,114931.0,6
32517,Hebei,China,39.549,116.1306,5/23/20,328,3044.0,6
32518,Heilongjiang,China,47.862,127.7615,5/23/20,945,22089.0,13
32519,Henan,China,37.8957,114.9042,5/23/20,1276,14776.0,22
32520,Hong Kong,China,22.3,114.2,5/23/20,1065,152844.0,4
32521,Hubei,China,30.9756,112.2707,5/23/20,68135,289.0,4512
32522,Hunan,China,27.6104,111.7088,5/23/20,1019,14213.0,4
32523,Inner Mongolia,China,44.0935,113.9448,5/23/20,217,507.0,1
32524,Jiangsu,China,32.9711,119.455,5/23/20,653,5057.0,0
32525,Jiangxi,China,27.614,115.7221,5/23/20,937,438.0,1
32526,Jilin,China,43.6661,126.1923,5/23/20,155,10398.0,2
32527,Liaoning,China,41.2956,122.6085,5/23/20,149,820.0,2
32528,Macau,China,22.1667,113.55,5/23/20,45,9273.0,0
32529,Ningxia,China,37.2692,106.1655,5/23/20,75,1088.0,0
32530,Qinghai,China,35.7452,95.9956,5/23/20,18,16.0,0
32531,Shaanxi,China,35.1917,108.8701,5/23/20,308,745.0,3
32532,Shandong,China,36.3427,118.1498,5/23/20,788,705.0,7
32533,Shanghai,China,31.202,121.4491,5/23/20,668,1.0,7
32534,Shanxi,China,37.5777,112.2922,5/23/20,198,146.0,0
32535,Sichuan,China,30.6171,102.7103,5/23/20,563,41.0,3
32536,Tianjin,China,39.3054,117.323,5/23/20,192,81.0,3
32537,Tibet,China,31.6927,88.0924,5/23/20,1,1216.0,0
32538,Xinjiang,China,41.1129,85.2401,5/23/20,76,3815.0,3
32539,Yunnan,China,24.974,101.487,5/23/20,185,0.0,2
32540,Zhejiang,China,29.1832,120.0934,5/23/20,1268,164.0,1
32541,,Colombia,4.5709,-74.2973,5/23/20,20177,42.0,705
32542,,Comoros,-11.6455,43.3333,5/23/20,78,6235.0,1
32543,,Congo (Brazzaville),-0.228,15.8277,5/23/20,487,197.0,16
32544,,Congo (Kinshasa),-4.0383,21.7587,5/23/20,2025,669.0,63
32545,,Costa Rica,9.7489,-83.7534,5/23/20,918,514.0,10
32546,,Cote d'Ivoire,7.54,-5.5471,5/23/20,2366,21.0,30
32547,,Croatia,45.1,15.2,5/23/20,2243,322.0,99
32548,,Cuba,21.521757,-77.78116700000002,5/23/20,1931,59003.0,81
32549,,Cyprus,35.1264,33.4299,5/23/20,927,4278.0,17
32550,,Czechia,49.8175,15.473,5/23/20,8890,90.0,314
32551,Faroe Islands,Denmark,61.8926,-6.9118,5/23/20,187,43.0,0
32552,Greenland,Denmark,71.7069,-42.6043,5/23/20,11,315.0,0
32553,,Denmark,56.2639,9.5018,5/23/20,11289,5271.0,561
32554,,Diamond Princess,0.0,0.0,5/23/20,712,84.0,13
32555,,Djibouti,11.8251,42.5903,5/23/20,2270,14.0,10
32556,,Dominica,15.415,-61.371,5/23/20,16,206.0,0
32557,,Dominican Republic,18.7357,-70.1627,5/23/20,14422,98.0,458
32558,,Ecuador,-1.8312,-78.1834,5/23/20,36258,6.0,3096
32559,,Egypt,26.820553000000004,30.802498,5/23/20,16513,14.0,735
32560,,El Salvador,13.7942,-88.8965,5/23/20,1819,60.0,33
32561,,Equatorial Guinea,1.6508,10.2679,5/23/20,960,0.0,11
32562,,Eritrea,15.1794,39.7823,5/23/20,39,1481.0,0
32563,,Estonia,58.5953,25.0136,5/23/20,1821,370.0,64
32564,,Eswatini,-26.5225,31.4659,5/23/20,238,813.0,2
32565,,Ethiopia,9.145,40.4897,5/23/20,494,2697.0,5
32566,,Fiji,-17.7134,178.065,5/23/20,18,1516.0,0
32567,,Finland,61.92411,25.748151,5/23/20,6568,7727.0,306
32568,French Guiana,France,3.9339,-53.1258,5/23/20,279,2396.0,1
32569,French Polynesia,France,-17.6797,149.4068,5/23/20,60,24131.0,0
32570,Guadeloupe,France,16.265,-61.551,5/23/20,156,7540.0,13
32571,Martinique,France,14.6415,-61.0242,5/23/20,197,8.0,14
32572,Mayotte,France,-12.8275,45.166244,5/23/20,1521,413.0,19
32573,New Caledonia,France,-20.904305,165.618042,5/23/20,18,62791.0,0
32574,Reunion,France,-21.1151,55.5364,5/23/20,452,3720.0,1
32575,Saint Barthelemy,France,17.9,-62.8333,5/23/20,6,10692.0,0
32576,Saint Pierre and Miquelon,France,46.8852,-56.3159,5/23/20,1,18911.0,0
32577,St Martin,France,18.0708,-63.0501,5/23/20,40,20604.0,3
32578,,France,46.2276,2.2137,5/23/20,179964,12829.0,28284
32579,,Gabon,-0.8037,11.6094,5/23/20,1934,159257.0,12
32580,,Gambia,13.4432,-15.3101,5/23/20,25,247.0,1
32581,,Georgia,42.3154,43.3569,5/23/20,728,15.0,12
32582,,Germany,51.165691,10.451526,5/23/20,179986,18.0,8261
32583,,Ghana,7.9465,-1.0232,5/23/20,6617,14.0,31
32584,,Greece,39.0742,21.8243,5/23/20,2876,344.0,171
32585,,Grenada,12.1165,-61.679,5/23/20,22,68.0,0
32586,,Guatemala,15.7835,-90.2308,5/23/20,3054,57013.0,55
32587,,Guinea,9.9456,-9.6966,5/23/20,3176,1738.0,20
32588,,Guinea-Bissau,11.8037,-15.1804,5/23/20,1114,6524.0,6
32589,,Guyana,4.860416000000002,-58.93018000000001,5/23/20,127,11.0,10
32590,,Haiti,18.9712,-72.2852,5/23/20,865,386.0,26
32591,,Holy See,41.9029,12.4534,5/23/20,12,19631.0,0
32592,,Honduras,15.2,-86.2419,5/23/20,3477,1338.0,167
32593,,Hungary,47.1625,19.5033,5/23/20,3713,1357.0,482
32594,,Iceland,64.9631,-19.0208,5/23/20,1804,310.0,10
32595,,India,20.593684,78.96288,5/23/20,131423,15093.0,3868
32596,,Indonesia,-0.7893,113.9213,5/23/20,21745,6.0,1351
32597,,Iran,32.427908,53.68804599999999,5/23/20,133521,150376.0,7359
32598,,Iraq,33.223191,43.679291,5/23/20,4272,754.0,152
32599,,Ireland,53.1424,-7.6921,5/23/20,24582,816.0,1604
32600,,Israel,31.046051,34.851612,5/23/20,16712,9.0,279
32601,,Italy,41.87194,12.56738,5/23/20,229327,0.0,32735
32602,,Jamaica,18.1096,-77.2975,5/23/20,550,28300.0,9
32603,,Japan,36.204824,138.252924,5/23/20,16410,43.0,845
32604,,Jordan,31.24,36.51,5/23/20,704,420.0,9
32605,,Kazakhstan,48.0196,66.9237,5/23/20,7919,1769.0,35
32606,,Kenya,-0.0236,37.9062,5/23/20,1192,183.0,50
32607,,"Korea, South",35.90775700000001,127.766922,5/23/20,11190,2945.0,266
32608,,Kosovo,42.602636,20.902977,5/23/20,1025,24.0,29
32609,,Kuwait,29.31166,47.481766,5/23/20,20464,202.0,148
32610,,Kyrgyzstan,41.20438,74.766098,5/23/20,1365,108.0,14
32611,,Laos,19.85627,102.495496,5/23/20,19,946.0,0
32612,,Latvia,56.8796,24.6032,5/23/20,1046,125963.0,22
32613,,Lebanon,33.8547,35.8623,5/23/20,1097,406446.0,26
32614,,Lesotho,-29.61,28.2336,5/23/20,2,72.0,0
32615,,Liberia,6.4280550000000005,-9.429499,5/23/20,255,8934.0,26
32616,,Libya,26.3351,17.228331,5/23/20,75,17097.0,3
32617,,Liechtenstein,47.14,9.55,5/23/20,82,3.0,1
32618,,Lithuania,55.1694,23.8813,5/23/20,1616,92.0,63
32619,,Luxembourg,49.8153,6.1296,5/23/20,3990,7.0,109
32620,,MS Zaandam,0.0,0.0,5/23/20,9,68.0,2
32621,,Madagascar,-18.766947,46.869107,5/23/20,488,512.0,2
32622,,Malawi,-13.2543,34.3015,5/23/20,82,13.0,3
32623,,Malaysia,4.210483999999999,101.975766,5/23/20,7185,148.0,115
32624,,Maldives,3.2028,73.2207,5/23/20,1313,309.0,4
32625,,Mali,17.570692,-3.996166000000001,5/23/20,1015,10.0,63
32626,,Malta,35.9375,14.3754,5/23/20,609,10.0,6
32627,,Mauritania,21.0079,-10.9408,5/23/20,227,0.0,6
32628,,Mauritius,-20.348404,57.552152,5/23/20,332,680.0,10
32629,,Mexico,23.6345,-102.5528,5/23/20,65856,2728.0,7179
32630,,Moldova,47.4116,28.3699,5/23/20,6994,302.0,242
32631,,Monaco,43.7333,7.4167,5/23/20,98,279.0,4
32632,,Mongolia,46.8625,103.8467,5/23/20,141,368.0,0
32633,,Montenegro,42.708678000000006,19.37439,5/23/20,324,6.0,9
32634,,Morocco,31.7917,-7.0926,5/23/20,7406,11.0,198
32635,,Mozambique,-18.665695,35.529562,5/23/20,168,779.0,0
32636,,Namibia,-22.9576,18.4904,5/23/20,20,28.0,0
32637,,Nepal,28.1667,84.25,5/23/20,584,1303.0,3
32638,Aruba,Netherlands,12.5211,-69.9683,5/23/20,101,857.0,3
32639,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,5/23/20,6,5549.0,0
32640,Curacao,Netherlands,12.1696,-68.99,5/23/20,17,692.0,1
32641,Sint Maarten,Netherlands,18.0425,-63.0548,5/23/20,77,18.0,15
32642,,Netherlands,52.1326,5.2913,5/23/20,45064,19.0,5811
32643,,New Zealand,-40.9006,174.886,5/23/20,1504,4788.0,21
32644,,Nicaragua,12.865416,-85.207229,5/23/20,279,3317.0,17
32645,,Niger,17.607789,8.081666,5/23/20,943,104.0,61
32646,,Nigeria,9.082,8.6753,5/23/20,7526,2685.0,221
32647,,North Macedonia,41.6086,21.7453,5/23/20,1941,29.0,113
32648,,Norway,60.472,8.4689,5/23/20,8346,1046.0,235
32649,,Oman,21.512583,55.92325500000001,5/23/20,7257,435.0,36
32650,,Pakistan,30.3753,69.3451,5/23/20,54601,206.0,1133
32651,,Panama,8.538,-80.7821,5/23/20,10577,1557.0,299
32652,,Papua New Guinea,-6.314993,143.95555,5/23/20,8,552.0,0
32653,,Paraguay,-23.4425,-58.4438,5/23/20,850,15520.0,11
32654,,Peru,-9.19,-75.0152,5/23/20,115754,3327.0,3373
32655,,Philippines,12.879721,121.774017,5/23/20,13777,48.0,863
32656,,Poland,51.9194,19.1451,5/23/20,20931,5826.0,993
32657,,Portugal,39.3999,-8.2245,5/23/20,30471,9375.0,1302
32658,,Qatar,25.3548,51.1839,5/23/20,42213,76.0,21
32659,,Romania,45.9432,24.9668,5/23/20,17857,17964.0,1176
32660,,Russia,61.52401,105.318756,5/23/20,335882,15769.0,3388
32661,,Rwanda,-1.9403,29.8739,5/23/20,325,16.0,0
32662,,Saint Kitts and Nevis,17.357822,-62.782998,5/23/20,15,136.0,0
32663,,Saint Lucia,13.9094,-60.9789,5/23/20,18,6.0,0
32664,,Saint Vincent and the Grenadines,12.9843,-61.2872,5/23/20,18,889.0,0
32665,,San Marino,43.9424,12.4578,5/23/20,665,1831.0,42
32666,,Sao Tome and Principe,0.1864,6.6131,5/23/20,251,20.0,8
32667,,Saudi Arabia,23.885942,45.079162,5/23/20,70161,200892.0,379
32668,,Senegal,14.4974,-14.4524,5/23/20,2976,138.0,34
32669,,Serbia,44.0165,21.0059,5/23/20,11092,1064.0,238
32670,,Seychelles,-4.6796,55.492,5/23/20,11,720.0,0
32671,,Sierra Leone,8.460555000000001,-11.779889,5/23/20,621,130.0,39
32672,,Singapore,1.2833,103.8333,5/23/20,31068,33.0,23
32673,,Slovakia,48.669,19.699,5/23/20,1504,167.0,28
32674,,Slovenia,46.1512,14.9955,5/23/20,1468,123.0,106
32675,,Somalia,5.152149,46.199616,5/23/20,1594,3568.0,61
32676,,South Africa,-30.5595,22.9375,5/23/20,21343,48517.0,407
32677,,South Sudan,6.877000000000002,31.307,5/23/20,655,23.0,8
32678,,Spain,40.463667,-3.74922,5/23/20,235290,470.0,28678
32679,,Sri Lanka,7.873054,80.77179699999998,5/23/20,1089,40431.0,9
32680,,Sudan,12.8628,30.2176,5/23/20,3628,985.0,146
32681,,Suriname,3.9193,-56.0278,5/23/20,11,581.0,1
32682,,Sweden,60.128161,18.643501,5/23/20,34171,573.0,4360
32683,,Switzerland,46.8182,8.2275,5/23/20,30725,355.0,1905
32684,,Syria,34.802075,38.99681500000001,5/23/20,70,137.0,4
32685,,Taiwan*,23.7,121.0,5/23/20,441,1583.0,7
32686,,Tajikistan,38.861,71.2761,5/23/20,2738,252.0,44
32687,,Tanzania,-6.369028,34.888822,5/23/20,509,145.0,21
32688,,Thailand,15.870032,100.992541,5/23/20,3040,163.0,56
32689,,Timor-Leste,-8.874217,125.727539,5/23/20,24,322.0,0
32690,,Togo,8.6195,0.8248,5/23/20,373,932.0,12
32691,,Trinidad and Tobago,10.6918,-61.2225,5/23/20,116,1254.0,8
32692,,Tunisia,33.886917,9.537499,5/23/20,1048,1036.0,48
32693,,Turkey,38.9637,35.2433,5/23/20,155686,63619.0,4308
32694,,US,40.0,-100.0,5/23/20,1630476,1015.0,100014
32695,,Uganda,1.373333,32.290275,5/23/20,198,206.0,0
32696,,Ukraine,48.3794,31.1656,5/23/20,20580,653.0,605
32697,,United Arab Emirates,23.424076,53.847818,5/23/20,28704,936.0,244
32698,Anguilla,United Kingdom,18.2206,-63.0686,5/23/20,3,144.0,0
32699,Bermuda,United Kingdom,32.3078,-64.7505,5/23/20,128,147.0,9
32700,British Virgin Islands,United Kingdom,18.4207,-64.64,5/23/20,8,45.0,1
32701,Cayman Islands,United Kingdom,19.3133,-81.2546,5/23/20,129,75.0,1
32702,Channel Islands,United Kingdom,49.3723,-2.3644,5/23/20,558,18.0,45
32703,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/23/20,13,305.0,0
32704,Gibraltar,United Kingdom,36.1408,-5.3536,5/23/20,152,780.0,0
32705,Isle of Man,United Kingdom,54.2361,-4.5481,5/23/20,336,657.0,24
32706,Montserrat,United Kingdom,16.742498,-62.187366,5/23/20,11,198.0,1
32707,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,5/23/20,12,558.0,1
32708,,United Kingdom,55.3781,-3.4360000000000004,5/23/20,244332,188.0,35578
32709,,Uruguay,-32.5228,-55.7658,5/23/20,764,1.0,22
32710,,Uzbekistan,41.377491,64.585262,5/23/20,3115,73.0,13
32711,,Venezuela,6.4238,-66.5897,5/23/20,1010,183.0,10
32712,,Vietnam,14.058324,108.277199,5/23/20,325,1267.0,0
32713,,West Bank and Gaza,31.9522,35.2332,5/23/20,423,6935.0,3
32714,,Western Sahara,24.2155,-12.8858,5/23/20,6,26.0,0
32715,,Yemen,15.552727,48.516388,5/23/20,212,161.0,39
32716,,Zambia,-13.133897,27.849332,5/23/20,920,428.0,7
32717,,Zimbabwe,-19.015438,29.154857,5/23/20,56,658.0,4
32718,,Afghanistan,33.93911,67.709953,5/24/20,10582,1385.0,218
32719,,Albania,41.1533,20.1683,5/24/20,998,2063.0,32
32720,,Algeria,28.0339,1.6596,5/24/20,8306,1795.0,600
32721,,Andorra,42.5063,1.5218,5/24/20,762,790.0,51
32722,,Angola,-11.2027,17.8739,5/24/20,69,6546.0,4
32723,,Antigua and Barbuda,17.0608,-61.7964,5/24/20,25,187.0,3
32724,,Argentina,-38.4161,-63.6167,5/24/20,12076,11.0,452
32725,,Armenia,40.0691,45.0382,5/24/20,6661,10327.0,81
32726,Australian Capital Territory,Australia,-35.4735,149.0124,5/24/20,107,651.0,3
32727,New South Wales,Australia,-33.8688,151.2093,5/24/20,3090,1286.0,48
32728,Northern Territory,Australia,-12.4634,130.8456,5/24/20,29,16.0,0
32729,Queensland,Australia,-27.4698,153.0251,5/24/20,1056,9557.0,6
32730,South Australia,Australia,-34.9285,138.6007,5/24/20,439,19190.0,4
32731,Tasmania,Australia,-42.8821,147.3272,5/24/20,228,5693.0,13
32732,Victoria,Australia,-37.8136,144.9631,5/24/20,1605,1031.0,19
32733,Western Australia,Australia,-31.9505,115.8605,5/24/20,560,200.0,9
32734,,Austria,47.5162,14.5501,5/24/20,16503,39.0,640
32735,,Azerbaijan,40.1431,47.5769,5/24/20,4122,1622.0,49
32736,,Bahamas,25.025885,-78.035889,5/24/20,100,168.0,11
32737,,Bahrain,26.0275,50.55,5/24/20,9138,208.0,14
32738,,Bangladesh,23.685,90.3563,5/24/20,33610,15.0,480
32739,,Barbados,13.1939,-59.5432,5/24/20,92,5500.0,7
32740,,Belarus,53.7098,27.9534,5/24/20,36198,185.0,199
32741,,Belgium,50.8333,4.469936,5/24/20,57092,60.0,9280
32742,,Belize,17.1899,-88.4976,5/24/20,18,138.0,2
32743,,Benin,9.3077,2.3158,5/24/20,191,98.0,3
32744,,Bhutan,27.5142,90.4336,5/24/20,24,1385.0,0
32745,,Bolivia,-16.2902,-63.5887,5/24/20,6263,18.0,250
32746,,Bosnia and Herzegovina,43.9159,17.6791,5/24/20,2401,411.0,144
32747,,Botswana,-22.3285,24.6849,5/24/20,35,6.0,1
32748,,Brazil,-14.235,-51.9253,5/24/20,363211,1.0,22666
32749,,Brunei,4.5353,114.7277,5/24/20,141,33.0,1
32750,,Bulgaria,42.7339,25.4858,5/24/20,2427,66051.0,130
32751,,Burkina Faso,12.2383,-1.5616,5/24/20,814,722.0,52
32752,,Burma,21.9162,95.956,5/24/20,201,20.0,6
32753,,Burundi,-3.3731,29.9189,5/24/20,42,600.0,1
32754,,Cabo Verde,16.5388,-23.0418,5/24/20,380,164908.0,3
32755,,Cambodia,11.55,104.9167,5/24/20,124,2540.0,0
32756,,Cameroon,3.848,11.5021,5/24/20,4890,1374.0,165
32757,Alberta,Canada,53.9333,-116.5765,5/24/20,6860,18.0,135
32758,British Columbia,Canada,53.7267,-127.6476,5/24/20,2517,706.0,157
32759,Diamond Princess,Canada,0.0,0.0,5/24/20,1,2030.0,1
32760,Grand Princess,Canada,0.0,0.0,5/24/20,13,42.0,0
32761,Manitoba,Canada,53.7609,-98.8139,5/24/20,292,67.0,7
32762,New Brunswick,Canada,46.5653,-66.4619,5/24/20,121,24.0,0
32763,Newfoundland and Labrador,Canada,53.1355,-57.6604,5/24/20,260,2.0,3
32764,Northwest Territories,Canada,64.8255,-124.8457,5/24/20,5,536.0,0
32765,Nova Scotia,Canada,44.682,-63.7443,5/24/20,1050,2142.0,58
32766,Ontario,Canada,51.2538,-85.3232,5/24/20,26897,1794.0,2181
32767,Prince Edward Island,Canada,46.5107,-63.4168,5/24/20,27,86936.0,0
32768,Quebec,Canada,52.9399,-73.5491,5/24/20,47420,7015.0,3985
32769,Saskatchewan,Canada,52.9399,-106.4509,5/24/20,632,116827.0,7
32770,Yukon,Canada,64.2823,-135.0,5/24/20,11,3110.0,0
32771,,Central African Republic,6.6111,20.9394,5/24/20,604,22089.0,1
32772,,Chad,15.4542,18.7322,5/24/20,675,14811.0,60
32773,,Chile,-35.6751,-71.543,5/24/20,83996,155633.0,718
32774,Anhui,China,31.8257,117.2264,5/24/20,991,290.0,6
32775,Beijing,China,40.1824,116.4142,5/24/20,593,14267.0,9
32776,Chongqing,China,30.0572,107.874,5/24/20,579,507.0,6
32777,Fujian,China,26.0789,117.9874,5/24/20,356,5220.0,1
32778,Gansu,China,35.7518,104.2861,5/24/20,139,464.0,2
32779,Guangdong,China,23.3417,113.4244,5/24/20,1592,10405.0,8
32780,Guangxi,China,23.8298,108.7881,5/24/20,254,829.0,2
32781,Guizhou,China,26.8154,106.8748,5/24/20,147,10156.0,2
32782,Hainan,China,19.1959,109.7453,5/24/20,169,1113.0,6
32783,Hebei,China,39.549,116.1306,5/24/20,328,16.0,6
32784,Heilongjiang,China,47.862,127.7615,5/24/20,945,745.0,13
32785,Henan,China,37.8957,114.9042,5/24/20,1276,708.0,22
32786,Hong Kong,China,22.3,114.2,5/24/20,1065,1.0,4
32787,Hubei,China,30.9756,112.2707,5/24/20,68135,148.0,4512
32788,Hunan,China,27.6104,111.7088,5/24/20,1019,50.0,4
32789,Inner Mongolia,China,44.0935,113.9448,5/24/20,227,81.0,1
32790,Jiangsu,China,32.9711,119.455,5/24/20,653,1229.0,0
32791,Jiangxi,China,27.614,115.7221,5/24/20,937,3815.0,1
32792,Jilin,China,43.6661,126.1923,5/24/20,155,0.0,2
32793,Liaoning,China,41.2956,122.6085,5/24/20,149,165.0,2
32794,Macau,China,22.1667,113.55,5/24/20,45,42.0,0
32795,Ningxia,China,37.2692,106.1655,5/24/20,75,6330.0,0
32796,Qinghai,China,35.7452,95.9956,5/24/20,18,406.0,0
32797,Shaanxi,China,35.1917,108.8701,5/24/20,308,696.0,3
32798,Shandong,China,36.3427,118.1498,5/24/20,788,525.0,7
32799,Shanghai,China,31.202,121.4491,5/24/20,668,21.0,7
32800,Shanxi,China,37.5777,112.2922,5/24/20,198,322.0,0
32801,Sichuan,China,30.6171,102.7103,5/24/20,564,61247.0,3
32802,Tianjin,China,39.3054,117.323,5/24/20,192,4455.0,3
32803,Tibet,China,31.6927,88.0924,5/24/20,1,90.0,0
32804,Xinjiang,China,41.1129,85.2401,5/24/20,76,44.0,3
32805,Yunnan,China,24.974,101.487,5/24/20,185,315.0,2
32806,Zhejiang,China,29.1832,120.0934,5/24/20,1268,5401.0,1
32807,,Colombia,4.5709,-74.2973,5/24/20,21175,90.0,727
32808,,Comoros,-11.6455,43.3333,5/24/20,87,14.0,1
32809,,Congo (Brazzaville),-0.228,15.8277,5/24/20,487,219.0,16
32810,,Congo (Kinshasa),-4.0383,21.7587,5/24/20,2141,98.0,63
